orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
8612,95-2660509,Meals-on-Wheels Greater San Diego,Human Services,San Diego,CA,2,0,239173,2523398,2891472,-528725,7.50,80.2,-7.4,0.26,Social Services,Supporting the independence and well-being of seniors,37.65,http://www.meals-on-wheels.org,3604371,6577,-1.9,4612321,30.15,0.18,1,-1080973,6.6,473726,3052123,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8612,13.1,mow@meals-on-wheels.org,0.54,1
10672,56-0529957,Mecklenburg County Council Boy Scouts of America,Human Services,Charlotte,NC,3,42460,163286,2786843,2776385,630078,11.23,85.5,-2.4,0.20,"Youth Development, Shelter, and Crisis Services",Serving the needs of scouting's community in Mecklenburg County,44.54,http://www.mccscouting.org/,3245807,147168,-1.7,11512342,33.31,4.53,1,-458964,5.0,306136,2156765,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10672,9.4,kevans@bsamail.org,2.68,2
7967,41-0977257,MEDA,Public Benefit,Minneapolis,MN,3,0,390160,2306949,1788382,-6026,24.86,75.6,5.2,0.13,Community and Housing Development,Helping entrepreneurs of color succeed,57.42,http://www.meda.net/,2365519,95756,5.8,2848887,32.56,4.04,4,-58570,16.4,186977,2312975,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7967,7.9,info@meda.net,1.20,3
4062,54-1429009,Media Research Center,Public Benefit,Alexandria,VA,1,0,533188,10802721,7882752,184891,24.51,71.5,7.0,0.24,Advocacy and Civil Rights,America's media watchdog,49.16,http://www.mrc.org,11019637,218319,7.0,10595183,24.65,1.98,4,-216916,4.8,2603697,10617830,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4062,23.6,mrc@mediaresearch.org,0.96,2
4065,62-6046138,Medical Benevolence Foundation,International,Houston,TX,4,0,910698,5982126,4816620,165151,21.03,78.6,3.8,0.06,Development and Relief Services,Transforming lives,58.90,,6120896,121472,8.4,5423911,37.86,1.98,3,-138770,14.8,393578,5816975,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4065,6.4,,0.25,3
4066,39-0806261,Medical College of Wisconsin,Education,Milwaukee,WI,4,0,63791426,751598899,723108070,-25537587,30.00,91.5,7.8,0.01,"Universities, Graduate Schools, and Technological Institutes",We practice what we teach,69.15,http://www.mcw.edu,789646158,615028,10.2,807370751,39.15,0.07,4,-38047259,8.0,2746662,777136486,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4066,0.3,donor@mcw.edu,0.56,4
4067,13-3140298,Medical Development for Israel,International,New York,NY,2,0,324122,2146042,1566668,15514,15.67,68.3,1.9,0.18,Single Country Support Organizations,The American fundraising organization for Schneider Children's Medical Center of Israel,45.01,http://mdinyc.org,2292197,120000,-17.0,9447736,29.33,5.23,2,-146155,14.1,401407,2130528,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4067,17.5,schneiderchildrens@mdinyc.org,3.59,2
5700,75-2601647,Medical Ministry International,International,Allen,TX,4,0,111631,5567173,4142255,10245,25.00,92.8,16.4,0.03,Development and Relief Services,Serving Jesus Christ by providing spiritual and physical health care,64.28,,4460977,59055,10.3,2131257,39.28,1.32,4,1106196,2.5,207091,5556928,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5700,4.6,,0.23,4
5081,23-1353388,Medical Mission Sisters,Religion,Philadelphia,PA,3,0,71476,2722900,2230235,108458,24.90,83.4,2.1,0.14,Religious Activities,A healing presence at the heart of a wounded world,58.25,http://www.medicalmissionsisters.org,2673180,0,9.0,2147680,33.34,0,4,49720,2.6,371469,2614442,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5081,13.8,mmsorg@medicalmissionsisters.org,1.00,3
9315,22-3536072,Medical Missions for Children,International,Paterson,NJ,4,0,92601,2188570,1814325,192,10.00,88.8,-16.1,0.06,Humanitarian Relief Supplies,Global telemedicine & teaching network,48.68,http://www.mmissions.org,2042632,111014,-21.5,4886196,38.68,5.43,1,145938,4.5,135706,2188378,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9315,6.6,info@mmissions.org,2.39,2
4070,93-0878944,Medical Teams International,International,Tigard,OR,4,0,1245959,135584359,137870562,580604,25.42,97.6,5.1,0.01,Humanitarian Relief Supplies,Hope is on the way,65.11,,141170936,149867,6.5,22171990,39.68,0.10,4,-5586577,0.8,2054415,135003755,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4070,1.4,,0.14,4
7982,75-2332074,MediSend International,International,Dallas,TX,4,0,152253,2730818,2200307,7084,30.00,92.3,17.4,0.01,Development and Relief Services,Sending hope. Saving Lives.,69.23,http://www.medisend.org/,2382386,152500,40.0,2687841,39.23,6.40,4,348432,6.3,29826,2723734,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7982,1.2,donate@medisend.org,1.12,4
9290,58-2433968,MedShare International,International,Decatur,GA,4,0,269283,17170330,13869289,16650,30.00,95.9,14.9,0.01,Humanitarian Relief Supplies,Sharing Can Make a World of Difference,69.59,http://www.medshare.org,14448258,117104,10.2,12136748,39.59,0.81,4,2722072,1.8,309686,17153680,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9290,2.1,ndiallo@medshare.org,0.84,4
10357,23-7306337,Meet Each Need with Dignity,Human Services,Pacoima,CA,4,0,353396,7378372,6632359,517283,10.00,89.1,-8.5,0.06,Social Services,Providing services that meet the basic human needs,48.91,http://www.mendpoverty.org/,7439546,90750,-0.3,10518112,38.91,1.21,1,-61174,4.7,453791,6861089,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10357,6.0,emily@mendpoverty.org,1.41,2
9271,13-2928942,Meet the Composer,"Arts, Culture, Humanities",New York,NY,4,0,178634,5070438,1509293,213984,20.00,81.0,19.2,0.03,Performing Arts,Increasing opportunities for composers,58.10,http://www.meetthecomposer.org/,1863005,130000,-8.5,10125895,38.10,6.97,3,3207433,9.5,175078,4856454,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9271,9.3,mtc@meetthecomposer.org,1.73,3
4072,38-1410467,Mel Trotter Ministries,Human Services,Grand Rapids,MI,1,0,624630,10973716,8885715,1659605,12.84,75.8,0.8,0.23,Homeless Services,Restoring lives . . .rebuilding families . . .in Jesus' name,39.42,http://www.meltrotter.org,11717494,100727,3.2,5758062,26.58,0.85,2,-743778,5.3,2207149,9314111,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4072,18.8,leannwhitacre@meltrotter.org,0.49,1
10208,76-0514428,Melanoma Research Foundation,Health,Washington,DC,2,0,326643,2594652,1919172,273065,25.00,73.8,14.5,0.15,"Diseases, Disorders, and Disciplines","Research, educate, advocate",57.38,http://www.melanoma.org/,2597380,156923,17.6,908754,32.38,6.04,4,-2728,12.5,351565,2321587,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10208,13.5,fund@melanoma.org,0.34,3
10539,53-0208371,Melvin J. Berman Hebrew Academy,Education,Rockville,MD,3,0,1339459,13006718,11143652,101583,24.14,87.5,5.5,0.11,Private Elementary and Secondary Schools,"Instilling love of Torah, mitzvot, the Jewish people and Israel",60.40,http://www.mjbha.org,12723503,182735,9.8,10528613,36.25,1.43,4,283215,10.5,240392,12905135,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10539,1.8,Zukermanj@mjbha.org,0.72,4
4073,52-0857690,Melwood,Human Services,Upper Marlboro,MD,2,0,2007813,67148165,63953511,1351970,4.45,92.8,-1.7,0.63,Social Services,Growing together,36.06,http://www.melwood.com,68902810,175053,0.0,15046110,31.60,0.25,1,-1754645,2.9,2941486,65796195,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4073,4.2,jthomas@melwood.com,0.20,1
6346,74-1653640,Memorial Hermann Foundation,Public Benefit,Houston,TX,3,0,994418,21517580,8244348,1531879,30.00,76.9,4.8,0.07,Fundraising Organizations,Serving as the fundraising arm of the Memorial Hermann Healthcare System,62.69,http://www.memorialhermann.org/foundation,10707562,378207,8.6,61067625,32.69,3.53,4,10810018,9.2,1468796,19985701,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6346,13.7,MH.Foundation@memorialhermann.org,4.84,4
6081,23-7159172,Memphis Botanic Garden Foundation,Environment,Memphis,TN,3,0,271562,4252923,5903515,777327,25.00,88.0,24.6,0.16,"Botanical Gardens, Parks, and Nature Centers",Supporting the Memphis Botanic Garden,61.30,http://www.memphisbotanicgarden.com/,6701275,155136,45.5,5797553,36.30,2.31,4,-2448352,4.0,526198,3475596,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6081,7.8,jim.duncan@memphistn.gov,0.57,4
8150,62-0541811,Memphis Union Mission,Human Services,Memphis,TN,2,0,411666,3521230,2147693,63919,24.07,69.8,3.7,0.16,Homeless Services,"Ministering to the physical, spiritual, and emotional needs of men, women and children",53.56,,3074706,93760,6.6,8850544,29.48,3.04,4,446524,13.3,515347,3457311,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8150,16.7,,2.87,3
9222,62-0545618,Memphis University School,Education,Memphis,TN,2,0,2446168,13441333,11276171,818824,23.69,77.7,5.9,0.35,Private Elementary and Secondary Schools,The school for boys,51.47,http://www.musowls.org,14505648,204337,6.4,33870242,27.77,1.40,4,-1064315,16.8,783309,12622509,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9222,5.4,perry.dement@musowls.org,2.01,3
4075,23-7236155,Memphis Zoo,Animals,Memphis,TN,3,0,1759029,12532651,18881182,1875312,5.00,89.0,-6.4,0.13,Zoos and Aquariums,Connecting people with wildlife,40.62,http://www.memphiszoo.org,21198594,192565,-3.7,12815060,35.62,0.90,1,-8665943,8.2,558383,10657339,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4075,2.6,zooinfo@memphiszoo.org,0.40,2
9167,56-1474475,Men's Shelter of Charlotte,Human Services,Charlotte,NC,4,0,286721,2137187,1619945,11169,30.00,79.8,15.1,0.06,Homeless Services,Helping homeless men,67.98,,2029137,26758,18.4,2219787,37.98,1.31,4,108050,14.1,122471,2126018,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9167,6.0,,1.09,4
7455,94-3204137,Menlo School,Education,Atherton,CA,4,0,2290711,33529817,31432091,1553599,16.09,91.0,-0.6,0.09,Private Elementary and Secondary Schools,Preparing students for college and for life,55.20,http://www.menloschool.org/,34505929,352998,5.5,78481268,39.10,1.02,2,-976112,6.6,783127,31976218,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7455,2.2,development@menloschool.org,1.98,3
9869,52-1855419,Men's Health Network,Health,Washington,DC,4,0,101682,1125748,956381,12427,27.50,89.4,15.9,0.01,Patient and Family Support,"Reaching men and their families where they live, work, play, and pray",66.44,http://www.menshealthnetwork.org,1069560,,14.8,755620,38.94,,4,56188,9.5,11497,1113321,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9869,1.0,info@menshealthnetwork.org,0.70,4
4187,13-1614906,Mental Health America,Health,Alexandria,VA,3,0,574538,3176293,4766701,-402253,7.50,82.0,-22.8,0.15,"Diseases, Disorders, and Disciplines",Dedicated to helping all people live mentally healthier lives,43.20,,5807819,225667,-10.3,6058292,35.70,3.88,1,-2631526,9.8,466580,3578546,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4187,8.0,,0.99,2
6595,43-1713228,Mentor St. Louis,Education,St. Louis,MO,2,0,48346,396305,258017,20787,10.00,73.9,-10.3,0.11,Other Education Programs and Services,To educate and inspire,42.39,http://www.mentorstlouis.org/,349013,71240,-8.5,877588,32.39,20.41,1,47292,13.8,42650,375518,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6595,12.2,mentors@mentorstlouis.org,2.49,2
6234,52-1674088,MENTOR/National Mentoring Partnership,Human Services,Alexandria,VA,2,0,742589,7862635,9345937,-289833,20.00,82.8,37.9,0.14,"Youth Development, Shelter, and Crisis Services",Expanding the world of quality mentoring,51.55,http://www.mentoring.org/,11279482,154028,31.3,2041553,31.55,1.36,3,-3416847,6.5,1190956,8152468,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6234,10.5,dallen@mentoring.org,-0.02,3
7162,54-1436224,Mercatus Center,Public Benefit,Arlington,VA,4,0,367898,7865484,8671780,27509,21.98,90.2,5.7,0.07,Research and Public Policy Institutions,Turning ideas into action,60.83,http://mercatus.org/,9604457,193750,23.1,642211,38.85,2.01,3,-1738973,3.8,564779,7837975,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7162,5.8,jburden2@gmu.edu,0.06,4
4538,58-0566167,Mercer University,Education,Macon,GA,4,0,30655876,235458825,212475827,4381152,15.67,86.3,5.0,0.05,Private Liberal Arts Colleges,Achieving excellence and scholarly discipline in the fields of liberal learning and professional knowledge,54.30,http://www2.mercer.edu,246113433,341265,4.3,212272726,38.63,0.13,2,-10654608,12.4,2981730,231077673,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4538,1.2,advancement@mercer.edu,0.18,3
7575,23-1365963,Mercersburg Academy,Education,Mercersburg,PA,3,0,2705356,24041709,26421043,-2453634,18.61,83.9,2.1,0.29,Private Elementary and Secondary Schools,Define yourself. Here.,52.00,http://www.mercersburg.edu,31490246,355528,2.7,198234397,33.39,1.12,3,-7448537,8.5,2363847,26495343,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7575,7.5,millerl@mercersburg.edu,3.96,3
4078,91-1148123,Mercy Corps,International,Portland,OR,4,0,17187352,195613107,170631956,876881,13.96,86.9,1.4,0.04,Development and Relief Services,Be the change,52.66,http://www.mercycorps.org,196135597,293765,3.8,59028054,38.69,0.14,2,-522490,8.7,8316289,194736226,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4078,4.2,donorservices@mercycorps.org,0.30,3
10861,16-1427751,Mercy Flight Central,Health,Canandaigua,NY,3,0,483911,7024083,6543920,112949,22.27,89.9,9.1,0.17,Patient and Family Support,Critical care at your most critical hour,58.56,http://www.mercyflightcentral.org,7273700,66250,7.2,3213465,36.28,0.91,3,-249617,6.6,245869,6911134,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10861,3.3,admin@mercyflightcentral.org,0.44,3
10926,47-0646706,Mercy Housing,Public Benefit,Denver,CO,3,0,2243673,18528069,13045884,2053371,27.50,77.8,39.9,0.10,Community and Housing Development,Live In Hope,62.58,http://www.mercyhousing.org/,16763573,243453,41.2,11856080,35.08,1.45,4,1764496,13.3,1474016,16474698,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10926,8.7,gifts@mercyhousing.org,0.66,4
8556,52-1374161,Mercy Medical Airlift,Health,Virginia Beach,VA,4,0,119586,1394700,2319903,73404,17.50,94.1,-10.6,0.01,Patient and Family Support,America's charitable medical transportation system.,56.91,http://www.mercymedical.org/,2462776,112730,15.4,2159909,39.41,4.57,3,-1068076,4.8,23287,1321296,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8556,0.9,info@mercymedicalairlift.org,0.87,3
4079,72-0973419,Mercy Ministries of America,Human Services,Nashville,TN,4,760115,835361,8553802,6633269,-2748,30.00,83.1,16.9,0.05,"Youth Development, Shelter, and Crisis Services",Lives transformed. Hope restored.,68.31,http://www.mercyministries.com,7981346,155641,20.2,8232805,38.31,1.95,4,572456,10.4,512716,8556550,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4079,6.4,info@mercyministries.com,1.03,4
4080,26-2414132,Mercy Ships,International,Lindale,TX,4,234000,2478343,28301723,21570807,376322,12.85,82.1,0.3,0.08,Development and Relief Services,Bringing hope and healing,51.06,,26259033,175628,3.7,7346964,38.21,0.66,2,2042690,9.4,2209883,27925401,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4080,8.4,,0.27,3
4081,38-2846307,Mercy-USA for Aid and Development,International,Plymouth,MI,4,0,117066,6156289,5534181,34840,27.50,95.2,34.5,0.02,Development and Relief Services,Give a grain of hope,67.02,http://www.mercyusa.org,5808655,72120,43.1,3493376,39.52,1.24,4,347634,2.0,157408,6121449,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4081,2.7,info@mercyusa.org,0.60,4
10573,36-3028768,Merit School of Music,Education,Chicago,IL,2,0,617370,5600405,4887875,-31808,20.00,79.3,-5.8,0.20,Other Education Programs and Services,Making music . . .building lives,50.43,http://www.meritmusic.org,6159949,93363,17.5,18456205,30.43,1.51,3,-559544,10.0,654704,5632213,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10573,10.6,info@meritmusic.org,2.03,3
9272,94-6084831,Merola Opera Program,Education,San Francisco,CA,2,0,349049,399263,1502866,-1640298,17.40,72.2,0.9,0.11,Other Education Programs and Services,Voices heard round the world,47.12,http://sfopera.com/merola.asp,2079481,0,2.7,18344540,29.72,0,2,-1680218,16.7,227566,2039561,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9272,10.9,mop@sfopera.com,4.48,2
6188,43-0652657,MERS Missouri Goodwill Industries,Human Services,St. Louis,MO,4,0,4418528,97688094,86493694,2079656,25.00,93.6,13.3,0.03,Social Services,Providing opportunities for persons with barriers to employment,64.36,http://mersgoodwill.org,92340917,420202,12.1,29254235,39.36,0.45,4,5347177,4.7,1428695,95608438,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6188,1.5,jcartnal@mersgoodwill.org,0.31,4
10780,86-0198599,Mesa United Way,Public Benefit,Mesa,AZ,4,23817,225328,3577226,3228011,6271,5.00,87.8,-11.6,0.06,Fundraising Organizations,Live united,43.78,http://www.mesaunitedway.org/,3674210,103692,-11.1,1743027,38.78,2.82,1,-96984,6.1,220871,3570955,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10780,6.0,richard.james@mesaunitedway.org,0.47,2
4921,11-2981112,Mesorah Heritage Foundation,Religion,Brooklyn,NY,4,0,434270,3961605,6896972,-1370128,12.47,92.5,-7.1,0.02,Religious Media and Broadcasting,Preserving the heritage . . .one book at a time,50.91,http://mesorah.org,7450080,159000,4.9,5052388,38.43,2.13,1,-3488475,5.8,118838,5331733,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4921,1.5,heritage@mesorahheritage.org,0.67,3
10206,75-2816066,Mesothelioma Applied Research Foundation,Health,Alexandria,VA,3,0,115716,1741988,1509621,104371,12.42,81.2,-0.8,0.14,Medical Research,"Research, education, support, advocacy",45.54,http://www.curemeso.org,1858080,169943,2.0,933797,33.12,9.14,1,-116092,6.2,232743,1637617,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10206,12.5,info@curemeso.org,0.50,2
